State,Quarter,Text
Idaho,Q3,"Also, the U.S. gives Ukraine cluster munitions. Here’s the latest at the end of Friday. U.S. employers added 209,000 jobs in June, which was the 30th consecutive month of job growth, according to data released today. The gains, however, were the slowest in a two-and-a-half-year streak of growth."
Idaho,Q3,"If being alive right now sometimes feels like standing on a cliff, I want to be with someone who’s not afraid to peer at the frothing tides. The day that wildfire smoke triggered the fire alarms in our Portland, Ore., apartment, I looked at my then-boyfriend and decided I could marry him. He was packing a go bag in case a fire reached our house and we would have to evacuate. With global warming and drought exacerbating wildfires, more than one out of 10 Oregonians had already been displaced or was at risk of having to evacuate from burns around the state. My partner was preparing for the worst. This made me feel safe."
Idaho,Q3,"The Teamsters and management have surprisingly strong ties. Every intense relationship has frictions, and the one between the Teamsters union and United Parcel Service is no exception. Negotiations have broken down in the final stage of talks on a five-year contract, with the Teamsters vowing to strike if a new contract isn’t ratified by the time the current one expires on July 31. Each side has accused the other of walking away from the bargaining table."
Idaho,Q3,"Virtual fencing has the potential to make a sweeping impact on the American West’s inhabitants, human and animal alike. “Wherever a farm may be located, or whatever may be its production, fence, fence, fence is the first, the intermediate and the last consideration,” the farmer and journalist Sereno Edwards Todd wrote in 1860. Fences keep livestock in and predators out, and both were imperative for the settlers drawn to the Great Plains by the government’s promises of free land. But on the Plains in the mid-19th century, newcomers found that timber was scarce, stone walls were impractical and living fences, usually thorny hedges of Osage orange, took years to grow."
Idaho,Q3,"The Sep. 12, 2023, episode of “The Ezra Klein Show.” Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode, guest-hosted by Tressie McMillan Cottom, with Emily Drabinski. Listen wherever you get your podcasts."
Idaho,Q3,"An immigrant story, an American dream, a machine that defined bourgeois sensuality. Candido Jacuzzi didn’t set out to turn his last name into a global brand. Nor did he intend to power a business which, though it created the family fortune, nearly tore them apart. He just wanted to ease the physical pain suffered by his son, any way he could."
Idaho,Q3,"They served in Congress and on the N.R.A.’s board at the same time. Over decades, a small group of legislators led by a prominent Democrat pushed the gun lobby to help transform the law, the courts and views on the Second Amendment. Long before the National Rifle Association tightened its grip on Congress, won over the Supreme Court and prescribed more guns as a solution to gun violence — before all that, Representative John D. Dingell Jr. had a plan."
Idaho,Q3,"The July 18, 2023, episode of “The Ezra Klein Show.” Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Jerusalem Demsas. Listen wherever you get your podcasts."
Idaho,Q3,
Idaho,Q3,
Idaho,Q3,
Idaho,Q4,"Dentists and lactation consultants around the country are pushing “tongue-tie releases” on new mothers struggling to breastfeed. Tess Merrell had breastfed three babies and never expected trouble with her fourth. But after a month of struggling with her newborn, she hired Melanie Henstrom for help."
Idaho,Q4,"Ohio’s governor reminds Republicans that they’re supposed to support parents’ rights, even if their children are trans. As 2023 slouches to an ignominious end, some news came Friday that gave me an unexpected jolt of hope. I have spent much of the year watching with horror and trying to document an unrelenting legal assault on queer and trans people. Around 20 states have passed laws restricting access to gender-affirming care for trans and nonbinary people, and several have barred transgender and nonbinary people from using bathrooms that align with their gender identity."
Idaho,Q4,"Scientists doing “gain-of-function” research said that heightened fears of lab leaks are stalling studies that could thwart the next pandemic virus. Questions about whether Covid leaked from a Chinese laboratory have cast a chill over American virus research, drying up funding for scientists who collect or alter dangerous pathogens and intensifying a debate over those practices."
Idaho,Q4,"A lower court is now expected to hear arguments on the broader question of whether the right to privacy in the state constitution protects a right to abortion. Georgia’s Supreme Court upheld the state’s prohibition of abortion Tuesday, rejecting arguments made by doctors and advocacy groups that the law was unconstitutional when the state legislature approved it in 2019, more than three years before the U.S. Supreme Court overturned Roe v. Wade."
Idaho,Q4,"Tensions hung over a trade summit in Johannesburg after the Biden administration suspended four African countries that had belonged to a program aimed at promoting economic development. As the United States seeks to deepen its relationships with African nations and counter the influence of rivals like Russia and China, it confronts a tricky question: How does it respond when countries do things that run afoul of Washington’s stated commitment to democracy and human rights?"
Idaho,Q4,"At the Becoming an Outdoors Woman workshop, no one feels uncomfortable discussing the ick factor of live fishing bait. With some tweaks, the colorful minnow and feathered lures would make pretty cute earrings, I thought, or great Christmas tree ornaments."
Idaho,Q4,"The Bidens invited more than 300 guests, including business leaders, musicians, athletes and prominent Australian Americans. The White House invited more than 300 guests to the state dinner hosted by President Biden for Prime Minister Anthony Albanese of Australia on Wednesday night, including business leaders, musicians, athletes and prominent Australian Americans. Here is the full list of those invited as provided by the White House."
Idaho,Q4,"Many U.S. troops who fired vast numbers of artillery rounds against the Islamic State developed mysterious, life-shattering mental and physical problems. But the military struggled to understand what was wrong. When Javier Ortiz came home from a secret mission in Syria, the ghost of a dead girl appeared to him in his kitchen. She was pale and covered in chalky dust, as if hit by an explosion, and her eyes stared at him with a glare as dark and heavy as oil."
Idaho,Q4,"The largest trees on the planet can’t easily ‘migrate’ — but in a warming world, some humans are helping them try to find new homes. When Philip Stielstra retired from Boeing in 2012, he needed something purposeful to do. He and his wife, Gay, were casual golfers, but Stielstra, an antiwar activist in college who refused to fight in Vietnam — he worked in a post office instead — wanted a pastime with bigger stakes. Before leaving his job, he received an email from the city of Seattle: The Parks and Recreation Department needed “tree ambassadors.” Tree canopy cover had receded in the city, and the department was responding by promoting an appreciation for its remaining trees. The volunteer ambassadors would learn about these trees and lead residents on walking tours to marvel at them. Stielstra, despite being a self-described introvert, signed up. "
Idaho,Q4,
Idaho,Q4,
Idaho,Q4,
Idaho,Q4,
Illinois,Q1,"The agency estimated that the guidelines could reduce young children’s dietary exposure to lead by about 25 percent. The Food and Drug Administration on Tuesday proposed maximum limits for the amount of lead in baby foods like mashed fruits and vegetables and dry cereals, after years of studies revealed that many processed products contained levels known to pose a risk of neurological and developmental impairment."
Illinois,Q1,"A spokesman for the first-term senator from Pennsylvania, who had a near-fatal stroke last year, said his depression had grown severe in recent weeks, as he has worked to adjust to life in the Senate. WASHINGTON — Senator John Fetterman, Democrat of Pennsylvania, who was hospitalized last week after feeling lightheaded, checked himself in to Walter Reed National Military Medical Center on Wednesday night to receive treatment for clinical depression, his office said on Thursday."
Illinois,Q1,Rape victims and patients with complicated pregnancies are confronting the limits of state abortion laws. Rape victims and patients with complicated pregnancies are confronting the limits of state abortion laws.
Illinois,Q1,"Her appearances in state media, most recently in undated photos released on New Year’s Day, have triggered growing speculation about succession plans in the country. North Korean state media has not revealed much about the cherub-faced young girl who has made several appearances with Kim Jong-un, the country’s leader, in recent weeks."
Illinois,Q1,"Elected in an upset four years ago, Lori Lightfoot is presiding over a bruised city, one wary in particular about crime. CHICAGO — Mayor Lori Lightfoot met recently with two dozen Chicagoans at a campaign event in a plush apartment building in the city’s affluent Lincoln Park neighborhood. Before long, she shifted into the rapid-fire mode that defined her career before City Hall, when she was a federal prosecutor known for her tenacity."
Illinois,Q1,"The suit argues that rules applying to mifepristone unnecessarily limit patients’ access to medication abortion. The attorneys general of a dozen Democratic-controlled states sued the Food and Drug Administration on Friday, asking a judge to remove special restrictions that the federal agency has long applied to the first of two drugs used in medication abortion."
Illinois,Q1,"A new variant of avian influenza appears capable of spreading among mammals, highlighting the need for more proactive surveillance, experts said. Early last October, the mink on a fur farm in Spain suddenly began to fall ill. They stopped eating and began salivating excessively. They became clumsy, started to experience tremors and developed bloody snouts."
Illinois,Q1,"The National Restaurant Association uses mandatory $15 food-safety classes to turn waiters and cooks into unwitting funders of its battle against minimum wage increases. WASHINGTON — For many cooks, waiters and bartenders, it is an annoying entrance fee to the food-service business: Before starting a new job, they pay around $15 to a company called ServSafe for an online class in food safety."
Illinois,Q1,Here’s what the experts want you to know. Q: I take forever to fall asleep and wake frequently throughout the night. I’ve heard cannabis can help — is that true?
Illinois,Q1,"Departing longtime lawmakers perceive little prospect of orderly business in a divided Congress. They’re taking with them decades of experience in the day-to-day work of keeping the government running. WASHINGTON — Seated in his rapidly emptying office, Senator Richard M. Burr, Republican of North Carolina, ticked through the frustrations that had piled up in recent years: party leaders devaluing committee work, an institution reluctant to embrace new ideas and unnamed colleagues unwilling to collaborate or brush up on the details of legislation."
Illinois,Q1,"The first-term Democrat, who was released Friday after two days in the hospital, is coping with the lasting effects of a near-fatal stroke last year, and Congress is adapting to accommodate him. WASHINGTON — At Senator John Fetterman’s desk in the Senate chamber, there is a newly installed monitor that rises or lowers, depending on whether he sits or stands, and provides closed captioning so he can follow the proceedings. At the center dais, a custom desk stand has been built to accommodate the same technology for when he takes his shifts presiding over the Senate."
Illinois,Q1,"Chilling details emerged at an arraignment of Lindsay Clancy, accused of strangling her three children. Her lawyer argued she was mentally ill, but prosecutors outlined methodical planning leading to the deaths. DUXBURY, Mass. — Lindsay Clancy lay paralyzed in a hospital bed on Tuesday afternoon, occasionally blinking or shutting her eyes, unable to do anything but listen as lawyers told two narratives about how she had strangled her three children."
Illinois,Q1,A lawsuit is challenging the F.D.A.’s approval of medication abortion. Data shows the consequences could be far-reaching. A lawsuit is challenging the F.D.A.’s approval of medication abortion. Data shows the consequences could be far-reaching.
Illinois,Q1,"From her kitchen table in rural Illinois, Ms. Richter started a global foundation for families who shared her son’s rare genetic disorder. By the time her son Charley was a toddler, Mary Kaye Richter, a florist who was raising her family on a 750-acre farm outside Belleville, Ill., knew that there was something very different about him."
Illinois,Q1,"Some favorite student responses to three of our Picture Prompts. In this week’s roundup, we’re sharing student comments on three recent Picture Prompts."
Illinois,Q1,"Staff members of Sarasota Memorial Hospital are bewildered by critics who continue to wage a campaign against federal guidelines on Covid treatment. SARASOTA, Fla. — The turmoil at Sarasota Memorial, one of Florida’s largest public hospitals, began last year after three candidates running on a platform of “health freedom” won seats on the nine-member board that oversees the hospital. Board meetings, once sleepy, started drawing hundreds of angry people who, like the new members, denounced the hospital’s treatment protocols for Covid-19."
Illinois,Q1,"The injury to Damar Hamlin of the Buffalo Bills, who collapsed on the field in cardiac arrest, has drawn attention to players who have been hurt early in their careers and now struggle to get help. The beginning of the end of Zeke Motta’s football career came at Lambeau Field in Green Bay, Wis., in December 2013, when he ran downfield to cover a kickoff for the Atlanta Falcons. Two blockers from the Packers slammed him to the ground, and he briefly lost consciousness."
Illinois,Q1,"Some people who have long lived with the disease say they worry about living as a healthy person, while others are concerned about the obstacles to getting treatment. Terry Jackson lives a life dominated by sickle cell disease. The genetic disorder, in which misshapen red cells become wedged in blood vessels, causes him daily bone pain and lower back pain and has sent him to the hospital for pain treatment and life threatening emergencies for five decades. He has frequent transfusions of fresh blood."
Illinois,Q1,"An agreement between attorneys general and major drug distributors increased scrutiny on medications for A.D.H.D., addiction, anxiety and pain. Nearly a year after a sweeping opioid settlement imposed new requirements on the companies that provide medications to pharmacies, patients across the United States are having difficulty obtaining drugs to treat many conditions, including anxiety, attention deficit hyperactivity disorder and addiction."
Illinois,Q1,"The legislative calendar is packed with 300 abortion bills. “You can’t go to jail for screwing up an appendectomy,” one lawmaker said. For the first time since the fight over abortion access was kicked to the states after the Supreme Court overturned Roe v. Wade, newly elected legislatures around the country are coming into session and are putting the polarizing issue at the top of their agendas. Around 300 bills in 40 states have been proposed so far — with a majority seeking to restrict access to abortion, and others trying to strengthen it."
Illinois,Q1,"Once considered radical, Elyse Resch and Evelyn Tribole’s method of intuitive eating has become the cornerstone of the modern anti-diet movement. LOS ANGELES — It’s 6 p.m. on the patio at Il Moro, a twinkly-lit Italian gastro pub in West Los Angeles, and Elyse Resch and Evelyn Tribole are intuitively eating their dinner."
Illinois,Q1,"The chain’s situation shows the complicated legal and reputational landscape that it and its competitors must navigate in the post-Roe era. Walgreens landed at the center of a consumer and political firestorm in recent days, after saying it would not dispense an abortion pill in 21 states where Republican attorneys general have threatened legal action against pharmacies that try to distribute the medication."
Illinois,Q1,Kliff Kingsbury of the Arizona Cardinals and Lovie Smith of the Houston Texans were the first coaches terminated during the annual purge at the end of the regular season. The Arizona Cardinals fired Kliff Kingsbury on Monday after four years at the helm of the team.
Illinois,Q1,"Covid-19, wildfires and extreme heat have all disrupted the tournament in the past. Craig Tiley doesn’t sleep much. It’s a habit he picked up during three years of army training in his native South Africa."
Illinois,Q1,"Hot flashes, sleeplessness, pain during sex: For some of menopause’s worst symptoms, there’s an established treatment. Why aren’t more women offered it? For the past two or three years, many of my friends, women mostly in their early 50s, have found themselves in an unexpected state of suffering. The cause of their suffering was something they had in common, but that did not make it easier for them to figure out what to do about it, even though they knew it was coming: It was menopause."
Illinois,Q1,"Living Carbon, a biotechnology company, hopes its seedlings can help manage climate change. But wider use of its trees may be elusive. On Monday, in a low-lying tract of southern Georgia’s pine belt, a half-dozen workers planted row upon row of twig-like poplar trees."
Illinois,Q1,"Quintessentially Californian institutions are popping up all over Manhattan as New Yorkers embrace sound baths, mocktails and legal marijuana. It’s a balmy January afternoon. You buy an avocado and pickled turnip sandwich from Gjelina and some legal weed at a high-end smoke shop. After popping by a Fred Segal boutique, you meet friends for early mocktails under the trees at San Vicente Bungalows."
Illinois,Q1,"An ordained minister known as the Vaulting Vicar, he was an Olympic gold medal winner and the first athlete to appear on the front of Wheaties boxes. Bob Richards, the only male two-time winner of the Olympic pole vault, who in the 1950s became a hero of American Cold War competition with the Soviet Union and a breakfast-table hero to millions as the first champion on the front of the Wheaties box, died on Sunday at his home in Waco, Texas. He was 97."
Illinois,Q1,"For recipients, it’s a lifeline. For liberal supporters, it shows how expanding government can make a difference. For conservatives, it’s a return to wasteful welfare handouts. CHICAGO — Christopher Ellington’s South Side photography studio crashed in 2020 with the onset of the pandemic. By March 2021, he was scraping by on a tax preparation and financial advice business when gunshots rang out one day as he was leaving work. Two bullets from a drive-by shooter pierced his head and left him permanently blind."
Illinois,Q1,"We choose highlights from events featuring Mitsuko Uchida and Franz Welser-Möst as Perspectives artists, and the composer Tania León in residence. The threats facing democracy will be a central focus of Carnegie Hall’s coming season, the presenter announced on Tuesday, with a festival devoted to the flourishing cultural scene in Germany between the two world wars."
Illinois,Q1,"With just weeks to go before the runoff for mayor, a choice between vastly different visions of policing. CHICAGO — As Brandi Johnson left a restaurant recently in Bronzeville, long a center of Black culture on Chicago’s South Side, she did not hesitate before naming the issue that would determine her vote for the city’s next mayor: crime."
Illinois,Q1,"She founded the first woman-owned lobbying firm in the country, and made her name by supporting social policy and nonprofit causes. Liz Robbins, who after opening the country’s first woman-owned lobbying firm in 1977 became one of Washington’s most successful and most beloved operators — no easy feat for someone in her profession — died on Saturday at her home in East Hampton, N.Y. She was 76."
Illinois,Q1,"Prison officials and judges have been reluctant to support “compassionate releases” unless an inmate is ill, dying or incapacitated by age. WASHINGTON — The Bureau of Prisons has rejected the early release of a female inmate who said she had been sexually abused by male employees at a notorious California penitentiary, reflecting a broader struggle by the Justice Department to free inmates abused in federal custody, when appropriate."
Illinois,Q1,"Thrust into the role of spokesman after the assassination attempt in 1981, he led televised medical briefings that reassured an anxious nation. Dr. Dennis O’Leary, the Washington hospital administrator whose edifying medical briefings, delivered in a calm baritone, reassured a world shocked by the attempted assassination of President Ronald Reagan in 1981, died on Jan. 29 in Kansas City, Mo. He was 85."
Illinois,Q1,"Some of the highest-profile complaints show how America’s culture wars are affecting the nation’s children. WASHINGTON — The Education Department’s Office for Civil Rights logged a record number of discrimination complaints in the past year, the latest indicator of how the social and political strife roiling the country is reverberating in the nation’s schools."
Illinois,Q1,"Only a tiny fraction of scripted movies and TV shows talk about climate change. Meet the woman trying to change that. Climate change is one of the defining issues of our time, but you wouldn’t know it from watching the Oscars this Sunday."
Illinois,Q1,"Crowded scenes at the border do not necessarily translate into an increase in the undocumented population. Many other immigrants have been returning home. In August 2021, more than three decades after sneaking across the southern border as young adults to work and support their families in Mexico, Irma and Javier Hernandez checked in at La Guardia Airport for a one-way flight from New York to Oaxaca. They were leaving behind four American children, stable jobs where they were valued employees and a country they had grown to love."
Illinois,Q1,"Move over, coding. Some schools are asking student programmers to think critically about rapid advances in artificial intelligence. Marisa Shuman’s computer science class at the Young Women’s Leadership School of the Bronx began as usual on a recent January morning."
Illinois,Q1,"There are so many good reasons to return to hobbies and activities that gave us joy when we were younger, as these reader stories show. "
Illinois,Q1,"Doing taxes in 2023 feels a lot like it did before the pandemic. Still, there are some meaningful changes to keep in mind. The 2023 tax filing season is probably most notable for what’s missing: After three years of stimulus payments and pandemic tax breaks, nearly all of those extra benefits have faded away — and tax refunds are likely to shrink as a result."
Illinois,Q1,"“I understand that sharing any kind of thoughts can be hard, but if you’re struggling it is so worth it.” When was the last time you shared something really personal with a friend— a problem you were struggling with, an embarrassing moment, a crush you had on someone, or anything else?"
Illinois,Q1," We’re replacing pandemic narratives of enormous complexity with just-so stories. We are entering the fourth year of the pandemic, believe it or not: Freshmen are now seniors, toddlers now kindergartners and medical students now doctors. We’ve completed two American election cycles and one World Cup cycle. Army volunteers are nearing the end of their active-duty commitment. It’s been a long haul but in other ways a short jump: Three years is not so much time that it should be hard to clearly remember what happened. And yet it seems to me, on many important points our conventional pandemic history is already quite smudged."
Illinois,Q1,"In her decades-long political career, Ms. Feinstein led San Francisco in the wake of political assassinations, kept the C.I.A. accountable for torture and held sway over Supreme Court nominations. For generations, she was an iconic American political figure — a leader on issues from the environment to assault-style weapons, the longest-serving senator ever to represent California, the first woman to make it to the top of San Francisco’s political system, catapulted there after a still-shocking burst of gun violence."
Illinois,Q1,The anger felt by rural voters toward the Democratic Party is driving a regional realignment. Rural America has become the Republican Party’s life preserver.
Illinois,Q1,"To fix a problem like homelessness in America, you need to know its scope. To do that, you need sheriffs, social workers, volunteers, flashlights and 10 days in January. They go into the streets in search of data. Peeking behind dumpsters, shining flashlights under bridges, rustling a frosted tent to see if anyone was inside. This is what it takes to count the people in America who don’t have a place to live. To get a number, however flawed, that describes the scope of a deeply entrenched problem and the country’s progress toward fixing it."
Illinois,Q1,"There’s a good chance that the Fed could push the economy into recession. The pain will not be shared equally. Early last October, Neel Kashkari, the president of the Federal Reserve Bank of Minneapolis, spoke to several dozen graduate students at the University of Minnesota. Federal Reserve officials tend to choose their words with exquisite care. One misstatement or clumsy phrase, even before an audience dressed in shorts and flip-flops, can spook the financial markets. With the Fed, the nation’s central bank, rapidly raising interest rates to combat the highest inflation that the United States had experienced in four decades, Wall Street was especially skittish. But there was little chance of Kashkari’s committing a gaffe: He was a skilled public speaker, an ability that he honed during a failed campaign for governor in California in 2014. He also had a politician’s knack for using easy-to-understand anecdotes to illustrate complicated ideas. "
Illinois,Q1,"Anti-trans legislation in dozens of states is an attack on parental rights. JEFFERSON CITY, Mo. — Russel Neiss glanced down at his Apple Watch. The screen glowed bright red, warning of something he already knew: Though he was sitting stock still, waiting to testify before state senators, his heart was hammering."
Illinois,Q1,"The Mar. 16, 2023, episode of “The Ezra Klein Show.” Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Noah Smith. Listen wherever you get your podcasts."
Illinois,Q1,"The same playbook that has notched high returns acquiring things like foreclosed homes and highway rest stops is being tested by a family-oriented franchise. Tiffany Cianci spends most of her days in socks, padding around the fitness studio she operates in Frederick, Md., about an hour outside Washington. Her clients are young: kids ranging from 4 months to 12 years old. They come to learn somersaults, try the monkey bars, sing some songs. (“Little Red Caboose,” complete with a train whistle accompaniment, is one of her favorites.)"
Illinois,Q1,"Inside the Louisville Police Department, where officers are reckoning with what it means to be a cop in a city that doesn’t trust them. "
Illinois,Q2,"“Exercise is a basic human need, and its long-term denial may constitute cruel and unusual punishment,” said prison officials, who also asserted three years was tolerable. The case could reach the Supreme Court. WASHINGTON — Michael Johnson, a prisoner in Illinois, suffered from what the corrections system acknowledged was profound mental illness. That made him hard to handle, and prison officials responded by putting him in solitary confinement. Total isolation, in a windowless cell, made things worse."
Illinois,Q2,"Professional athletes and fitness influencers say that timing workouts around their menstrual cycles has big benefits. Experts are less certain. Among the many techniques that helped the U.S. women’s soccer team win the World Cup in 2019 was, according to one of the team’s coaches, a slightly unorthodox strategy: paying attention to the players’ menstrual cycles."
Illinois,Q2,"Washington is considering a ban on the popular app. We asked teenagers what they thought. Their answers may surprise you. TikTok, the social media app owned by the Chinese company ByteDance, has long worried American lawmakers, but those concerns — which range from national security risks to the app’s effects on young people — came to a fever pitch last month when a House committee voted to advance legislation that would allow President Biden to ban TikTok from all devices nationwide. "
Illinois,Q2,"The monthslong absence of the California Democrat, 89, who was hospitalized for shingles in February, threatened to deprive her party of the votes to advance President Biden’s judicial nominees. Senator Dianne Feinstein, Democrat of California, was returning to Washington on Tuesday evening, her office announced, after a nearly three-month absence from the Senate that threatened to deprive her party of the ability to advance President Biden’s judicial nominees and grind its agenda to a halt in the closely divided chamber."
Illinois,Q2,Social acceptance among young people has increased significantly in only a decade. But the mental health of L.G.B.T.Q. teens is suffering. Social acceptance among young people has increased significantly in only a decade. But the mental health of L.G.B.T.Q. teens is suffering.
Illinois,Q2,"Seizing on a powerful motivator for their party, Democratic candidates for municipal offices have put Republicans on their heels. “I’m running for mayor, I’m not debating abortion,” one said. GREEN BAY, Wis. — Eric Genrich is running a full-throated campaign in support of abortion rights, reminding voters of his position at every turn and hammering his anti-abortion opponent in television ads. At a recent event, he featured an obstetrician who now commutes to a state where abortion is legal to treat patients and a local woman who traveled to Colorado to terminate a nonviable pregnancy."
Illinois,Q2,"With the procedure now prohibited in many states, the city is advertising its abortion services in Georgia, Texas and Florida. When Nancy Davis of Baton Rouge, La., learned last summer that the fetus she was carrying had a rare and fatal condition, her anguish was compounded by the chaotic legal terrain surrounding the abortion ban in her state. A local abortion clinic had shut down, and her hospital refused to perform the procedure, despite an exception in Louisiana law for pregnancies deemed “medically futile.”"
Illinois,Q2,"As the Biden administration moves to curb health threats caused by toxic chemicals, the debate hits home for families living near petrochemical plants. Juan López had just returned home from his job supervising the cleaning of giant tanks that hold toxic chemicals produced along the Houston Ship Channel, one of the largest petrochemical complexes in the world."
Illinois,Q2,"The 89-year-old California Democrat, who has been absent from the Senate for more than a month after being diagnosed with shingles, said she would seek a temporary replacement on the powerful committee. WASHINGTON — Senator Dianne Feinstein on Wednesday pushed back on calls for her resignation but asked to step away from the Judiciary Committee indefinitely while recovering from shingles, responding to mounting pressure from Democrats who have publicly vented concerns that she is unable to perform her job."
Illinois,Q2,"The pontiff, giving a public address for the first time since undergoing abdominal surgery, expressed gratitude for the “affection, care and friendship” he had received. Pope Francis prayed with a crowd of thousands in St. Peter’s Square on Sunday, two days after he was discharged from a Rome hospital, giving thanks for the “closeness” he had felt during his hospitalization for abdominal surgery."
Illinois,Q2,"Farmers face an elevated risk of suicide. After Brenda Statz’s husband, Leon, lost his battle with depression, she is trying to spare others from his fate. LOGANVILLE, Wis. — Brenda Statz remembers the rain on the day they lost Leon, her husband of 34 years. The deluge had fallen for weeks, flooding their fields, delaying the harvest, pounding the roof of the barn where Mr. Statz finished his morning chores, then ended his life."
Illinois,Q2,"The Supreme Court ruling that overturned Roe v. Wade has produced some unexpected legal and political changes, as well as a shift in public opinion. In the year since the Supreme Court overturned Roe v. Wade, some of the results of the decision have been unsurprising — more than a dozen Republican-led states have moved to ban most abortions, and dozens of abortion clinics have closed. Yet there have also been unexpected legal and political changes that have left Americans on both sides of the issue scrambling to adapt. Here are five major changes detailed in The New York Times’s coverage of the first anniversary of the decision in Dobbs v. Jackson Women’s Health Organization, which ended the constitutional right to abortion after nearly 50 years."
Illinois,Q2,"Revelations that migrant children have been exploited for cheap labor brought calls for action, but a partisan battle over immigration policy has complicated lawmakers’ efforts. Weeks after revelations that migrant children are being regularly exploited for cheap labor in the United States prompted bipartisan outrage and calls to action on Capitol Hill, Congress has moved no closer to addressing the issue, which has become mired in a long-running partisan war over immigration policy."
Illinois,Q2,"What’s new about the latest version of these Senate holds is the breadth and long-term nature of their effects. Instead of showing up for work last Tuesday, Senator Tommy Tuberville, Republican of Alabama, went to Donald Trump’s golf club in Bedminster, N.J., to hear the former president rail against his latest criminal indictment. Mr. Tuberville’s absence from the Capitol gave the Senate an opportunity to end his one-man blockade of all military promotions, a campaign he has been waging for four months to protest the Pentagon’s policy paying for service members to travel for an abortion if they live in a state where it is illegal."
Illinois,Q2,"Regulators were scrutinizing the PGA Tour even before its merger with its Saudi-funded competitor. Sports leagues love competition, except against one another. The leagues make more money when they don’t have to compete for talent and audience. That, in a nutshell, seems to explain why the PGA Tour set aside its scruples about doing business with Saudi Arabia and announced on Tuesday that it intended to join forces with the Saudi-funded LIV Golf, an upstart that had paid huge sums to lure away some of the world’s top golfers."
Illinois,Q2,"Chicago residents were warned to stay indoors or wear masks, and the popular paths along Lake Michigan were quiet. Follow our live updates on the Canadian wildfires and air quality. "
Illinois,Q2,"People who deem themselves judge, jury and executioner walk among us, and we have no real way of knowing when they will turn on us. Increasingly, it is not safe to be in public, to be human, to be fallible. I’m not quoting breathless journalism about rising crime or conservative talking points about America falling into ruin. The ruin I’m thinking of isn’t in San Francisco or Chicago or at the southern border. The ruin is woven into the fabric of America. It’s seeping into all of us. All across the country, supposedly good, upstanding citizens are often fatally enforcing ever-changing, arbitrary and personal norms for how we conduct ourselves."
Illinois,Q2,"Lead, bacteria and PFAS are among the contaminants cropping up in drinking water. Over the past few years, water safety crises have cropped up in several cities, including Baltimore, Flint, Mich., Jackson, Miss., and Newark, N.J., where lead or bacteria have leached into tap water, forcing people to rely on bottled water or on boiling their tap water to rid it of pathogens. In New York City, a recent report estimated that one in five people may be drinking lead-contaminated water."
Illinois,Q2,"Ron DeSantis’s presidential bid. Gov. Ron DeSantis of Florida intends to announce the start of his 2024 presidential campaign this evening in a live conversation on Twitter with Elon Musk, the platform’s owner, moderated by the Republican donor David Sacks. DeSantis will also appear on Fox News in an interview."
Illinois,Q2,"Recent charges, convictions and sentences all indicate that the start-up world’s habit of playing fast and loose with the truth actually has consequences. SAN FRANCISCO — Faking it is over. That’s the feeling in Silicon Valley, along with some schadenfreude and a pinch of paranoia."
Illinois,Q2,"The top U.S. cybersecurity agency said it did not have evidence that the group was acting in coordination with the Russian government. A Russian ransomware group gained access to data from federal agencies, including the Energy Department, in an attack that exploited file transfer software to steal and sell back users’ data, U.S. officials said on Thursday."
Illinois,Q2,"Congress has yet to pass an immigration overhaul, but President Biden has used his executive authority to significantly expand the number of legal immigrants entering the U.S. Amid a protracted stalemate in Congress over immigration, President Biden has opened a back door to allow hundreds of thousands of new immigrants into the country, significantly expanding the use of humanitarian parole programs for people escaping war and political turmoil around the world."
Illinois,Q2,"The prohibition is among the most restrictive in the country, and Florida will no longer be a destination for women from across the Deep South seeking the procedure. MIAMI — Florida lawmakers voted to prohibit abortions after six weeks of pregnancy on Thursday, culminating a rapid effort by elected Republicans and Gov. Ron DeSantis to transform the state to one of the most restrictive in the country."
Illinois,Q2,The group discusses Biden’s job performance and a potential Biden-Trump rematch. The group discusses Biden’s job performance and a potential Biden-Trump rematch.
Illinois,Q2,"Plus, Australian efforts to break with China on lithium. Fighting raged for a second day in southern Russia as a pro-Ukrainian group of fighters carried out more attacks in the region of Belgorod, near Ukraine’s border. An explosion was reported at a defense factory, and skirmishes reportedly broke out at a crossing."
Illinois,Q2,"Congress should ratify the Equal Rights Amendment. Last week, the Senate held a vote on the Equal Rights Amendment — the latest development in a century-long effort to amend the Constitution to explicitly guarantee sex equality. The E.R.A. resolution received 51 (bipartisan) votes but fell short of the 60 votes necessary to advance under the Senate’s current rules."
Illinois,Q2,"The flurry of transactions highlighted how members of Congress continue to buy and sell stocks in industries that intersect with their official duties. WASHINGTON — On March 10, as fears were swirling over the health of the nation’s banks, an investment account belonging to the children of Representative Jared Moskowitz, Democrat of Florida, sold shares of Seacoast Banking Corporation worth $65,000 to $150,000."
Illinois,Q2,"While clinics in some states expanded capacity, bans prevented thousands from getting legal abortions, a major new survey of abortion providers finds. The number of legal abortions in the United States decreased just over 6 percent in the six months after the Supreme Court ended the right to abortion last June, according to a report released Tuesday, the most comprehensive and up-to-date count of abortions nationwide."
